ID,Inning,Inning Half,Home Team,Home Score,Away Team,Away Score,Ball Count,Strike Count,Out Count,Outs this Action,Current Home Pitcher,Current Away Pitcher,Current Home Batter,Current Away Batter,Outcomes,Batted Ball,Air or Ground,Targeted Defender,Defensive Outcome,On First,On Second,On Third,Home,Is_Walk,Is_Strikeout,Is_InPlay,Is_Hit,Is_HBP,Is_Pickoff,Is_StealAttempt,Is_StealSuccess,Error_Count,Is_Liveball,Is_Single,Is_Double,Is_Triple,Is_Homerun,AB_Over,GameDone,Batting Team,Current Pitcher,Catcher,First Base,Second Base,Third Base,Shortstop,Left Field,Center Field,Right Field,Skip_Bool,Baselines
0,1,True,SD,0,SF,0,1,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,firstbase John Redmond,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,firstbase John Redmond,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
1,1,True,SD,0,SF,0,1,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,firstbase John Redmond,"['solid', 'center right', 'Four-Seam Fastball']",single,airball,centerfield,['throwing error by centerfield Dave Eckert followed by a fielding error by firstbase Jerry Johnson'],None,None,firstbase John Redmond,[],False,False,False,False,False,False,False,False,2,False,True,False,False,False,True,False,firstbase John Redmond,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
2,1,True,SD,0,SF,0,0,1,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,firstbase John Redmond,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
3,1,True,SD,0,SF,0,0,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Strike', 'Looking', 'Slider']",None,None,None,None,None,None,firstbase John Redmond,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
4,1,True,SD,0,SF,0,0,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,firstbase John Redmond,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
5,1,True,SD,0,SF,2,0,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['flare', 'dead center', 'Four-Seam Fastball']",out,airball,centerfield,"['throwing error by centerfield Dave Eckert followed by a fielding error by firstbase Jerry Johnson', 'XX fielding error by Dave Eckert']",None,None,None,"[firstbase John Redmond, centerfield A.J. Oswalt]",False,False,False,False,False,False,False,False,3,False,False,False,False,False,True,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
6,1,True,SD,0,SF,2,1,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
7,1,True,SD,0,SF,3,1,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['flare', 'far left', 'Slider']",double,groundball,thirdbase,['throwing error by thirdbase Teyo Miraldi followed by a fielding error by firstbase Jerry Johnson'],None,None,None,[secondbase Stephen Smith],False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
8,1,True,SD,0,SF,4,0,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,thirdbase Steve Delong,"['flare', 'far left', 'Curveball']",double,groundball,thirdbase,['throwing error by thirdbase Teyo Miraldi followed by a fielding error by firstbase Jerry Johnson'],None,None,None,[thirdbase Steve Delong],False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False,thirdbase Steve Delong,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
9,1,True,SD,0,SF,4,0,1,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
10,1,True,SD,0,SF,4,0,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
11,1,True,SD,0,SF,4,0,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
12,1,True,SD,0,SF,4,1,2,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
13,1,True,SD,0,SF,4,1,3,1,1,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
14,1,True,SD,0,SF,4,0,1,1,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,catcher Jared Harris,"['Strike', 'Swinging', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,catcher Jared Harris,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
15,1,True,SD,0,SF,4,0,2,1,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,catcher Jared Harris,"['Strike', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,catcher Jared Harris,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
16,1,True,SD,0,SF,4,0,2,1,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,catcher Jared Harris,"['Strike', 'Foul', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,catcher Jared Harris,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
17,1,True,SD,0,SF,4,0,3,2,1,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,catcher Jared Harris,"['Strike', 'Looking', 'Curveball']",None,None,None,None,None,None,None,[],False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False,catcher Jared Harris,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
18,1,True,SD,0,SF,4,1,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,rightfield Tony Everett,"['Ball', 'Looking', 'Circle Change']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,rightfield Tony Everett,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
19,1,True,SD,0,SF,5,1,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,rightfield Tony Everett,"['barrel', 'far left', 'Four-Seam Fastball']",None,None,None,homerun,None,None,None,[rightfield Tony Everett],False,False,False,False,False,False,False,False,0,False,False,False,False,True,True,False,rightfield Tony Everett,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
20,1,True,SD,0,SF,5,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,leftfield Logan Stephens,"['Strike', 'Swinging', 'Curveball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,leftfield Logan Stephens,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
21,1,True,SD,0,SF,5,0,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,leftfield Logan Stephens,"['Strike', 'Looking', 'Circle Change']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,leftfield Logan Stephens,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
22,1,True,SD,0,SF,5,0,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,leftfield Logan Stephens,"['burner', 'center left', 'Four-Seam Fastball']",single,groundball,shortstop,['throwing error by shortstop Bob Small followed by a fielding error by firstbase Jerry Johnson'],None,None,leftfield Logan Stephens,[],False,False,False,False,False,False,False,False,2,False,True,False,False,False,True,False,leftfield Logan Stephens,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
23,1,True,SD,0,SF,5,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,shortstop Karlos Smith,"['Strike', 'Looking', 'Four-Seam Fastball']",None,None,None,None,None,None,leftfield Logan Stephens,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,shortstop Karlos Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
24,1,True,SD,0,SF,7,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,shortstop Karlos Smith,"['solid', 'dead center', 'Curveball']",None,None,None,homerun,None,None,None,"[shortstop Karlos Smith, leftfield Logan Stephens]",False,False,False,False,False,False,False,False,0,False,False,False,False,True,True,False,shortstop Karlos Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
25,1,True,SD,0,SF,7,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,firstbase John Redmond,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,firstbase John Redmond,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
26,1,True,SD,0,SF,7,1,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,firstbase John Redmond,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,firstbase John Redmond,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
27,1,True,SD,0,SF,7,1,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,firstbase John Redmond,"['burner', 'far right', 'Circle Change']",double,airball,firstbase,double,None,firstbase John Redmond,None,[],False,False,False,False,False,False,False,False,0,False,False,True,False,False,True,False,firstbase John Redmond,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
28,1,True,SD,0,SF,7,1,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Ball', 'Looking', 'Curveball']",None,None,None,None,None,firstbase John Redmond,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
29,1,True,SD,0,SF,7,2,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,firstbase John Redmond,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
30,1,True,SD,0,SF,7,3,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['Ball', 'Looking', 'Four-Seam Fastball']",None,None,None,None,None,firstbase John Redmond,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
31,1,True,SD,0,SF,9,3,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,centerfield A.J. Oswalt,"['flare', 'far left', 'Slider']",double,groundball,thirdbase,['throwing error by thirdbase Teyo Miraldi followed by a fielding error by firstbase Jerry Johnson'],None,None,None,"[firstbase John Redmond, centerfield A.J. Oswalt]",False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False,centerfield A.J. Oswalt,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
32,1,True,SD,0,SF,9,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['Strike', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
33,1,True,SD,0,SF,9,1,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
34,1,True,SD,0,SF,9,1,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['Strike', 'Swinging', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
35,1,True,SD,0,SF,9,1,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
36,1,True,SD,0,SF,10,1,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,secondbase Stephen Smith,"['flare', 'far left', 'Curveball']",double,groundball,thirdbase,['throwing error by thirdbase Teyo Miraldi followed by a fielding error by firstbase Jerry Johnson'],None,None,None,[secondbase Stephen Smith],False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False,secondbase Stephen Smith,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
37,1,True,SD,0,SF,10,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,thirdbase Steve Delong,"['Strike', 'Looking', 'Curveball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,thirdbase Steve Delong,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
38,1,True,SD,0,SF,11,0,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,thirdbase Steve Delong,"['burner', 'left', 'Four-Seam Fastball']",out,airball,shortstop,"['throwing error by shortstop Bob Small followed by a fielding error by firstbase Jerry Johnson', 'XX fielding error by Bob Small']",None,None,None,[thirdbase Steve Delong],False,False,False,False,False,False,False,False,3,False,False,False,False,False,True,False,thirdbase Steve Delong,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
39,1,True,SD,0,SF,11,1,0,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Ball', 'Looking', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
40,1,True,SD,0,SF,11,1,1,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Slider']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
41,1,True,SD,0,SF,11,1,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
42,1,True,SD,0,SF,11,1,2,2,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Foul', 'Four-Seam Fastball']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
43,1,True,SD,0,SF,11,1,3,3,1,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,designatedhitter John Williams,"['Strike', 'Swinging', 'Slider']",None,None,None,None,None,None,None,[],False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False,designatedhitter John Williams,starter Ollie Roeseler,catcher John Benzschawel,firstbase Jerry Johnson,secondbase Delos Echols,thirdbase Teyo Miraldi,shortstop Bob Small,leftfield Benny Powell,centerfield Dave Eckert,rightfield Oil Can Vardell,False,mlb
44,1,False,SD,1,SF,11,0,0,0,0,starter Ollie Roeseler,starter Jean Reich,centerfield Dave Eckert,catcher Jared Harris,"['flare', 'center right', 'Change Up']",double,airball,secondbase,['throwing error by secondbase Stephen Smith followed by a fielding error by firstbase John Redmond'],None,None,None,[centerfield Dave Eckert],False,False,False,False,False,False,False,False,2,False,False,True,False,False,True,False,centerfield Dave Eckert,starter Jean Reich,catcher Jared Harris,firstbase John Redmond,secondbase Stephen Smith,thirdbase Steve Delong,shortstop Karlos Smith,leftfield Logan Stephens,centerfield A.J. Oswalt,rightfield Tony Everett,False,mlb
45,1,False,SD,2,SF,11,0,0,0,0,starter Ollie Roeseler,starter Jean Reich,designatedhitter Glenn Jones,catcher Jared Harris,"['solid', 'center right', 'Slurve']",out,airball,centerfield,"['throwing error by centerfield A.J. Oswalt followed by a fielding error by firstbase John Redmond', 'XX fielding error by A.J. Oswalt']",None,None,None,[designatedhitter Glenn Jones],False,False,False,False,False,False,False,False,3,False,False,False,False,False,True,False,designatedhitter Glenn Jones,starter Jean Reich,catcher Jared Harris,firstbase John Redmond,secondbase Stephen Smith,thirdbase Steve Delong,shortstop Karlos Smith,leftfield Logan Stephens,centerfield A.J. Oswalt,rightfield Tony Everett,False,mlb
46,1,False,SD,3,SF,11,0,0,0,0,starter Ollie Roeseler,starter Jean Reich,catcher John Benzschawel,catcher Jared Harris,"['solid', 'left', 'Splitter']",out,airball,leftfield,"['throwing error by leftfield Logan Stephens followed by a fielding error by firstbase John Redmond', 'XX fielding error by Logan Stephens']",None,None,None,[catcher John Benzschawel],False,False,False,False,False,False,False,False,3,False,False,False,False,False,True,False,catcher John Benzschawel,starter Jean Reich,catcher Jared Harris,firstbase John Redmond,secondbase Stephen Smith,thirdbase Steve Delong,shortstop Karlos Smith,leftfield Logan Stephens,centerfield A.J. Oswalt,rightfield Tony Everett,False,mlb
47,1,False,SD,3,SF,11,0,1,0,0,starter Ollie Roeseler,starter Jean Reich,secondbase Delos Echols,catcher Jared Harris,"['Strike', 'Foul', 'Splitter']",None,None,None,None,None,None,None,[],False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,secondbase Delos Echols,starter Jean Reich,catcher Jared Harris,firstbase John Redmond,secondbase Stephen Smith,thirdbase Steve Delong,shortstop Karlos Smith,leftfield Logan Stephens,centerfield A.J. Oswalt,rightfield Tony Everett,False,mlb
