pid,position,name,win,loss,earned_runs,unearned_runs,innings_pitched,pitches_thrown,balls,strikes,walks,strikeouts,homeruns,triples,doubles,singles,hbp,ibb,wildpitches,balks,games_started,appearances,era,hits_allowed,whip,fip
55087,starter,Ollie Roeseler,0,0,0,0,6.333333333333331,64,14,29,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-1.263
