pid,position,name,win,loss,earned_runs,unearned_runs,innings_pitched,pitches_thrown,balls,strikes,walks,strikeouts,homeruns,triples,doubles,singles,hbp,ibb,wildpitches,balks,games_started,appearances,era,hits_allowed,whip,fip
46524,starter,Toddrick Byrdak,0,0,0,0,6.999999999999997,79,17,47,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-2.571
