pid,position,name,win,loss,earned_runs,unearned_runs,innings_pitched,pitches_thrown,balls,strikes,walks,strikeouts,homeruns,triples,doubles,singles,hbp,ibb,wildpitches,balks,games_started,appearances,era,hits_allowed,whip,fip
53632,starter,Jean Reich,0,0,0,0,6.333333333333331,85,37,31,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-1.579
